week,vendor,snap_total,dufb_total,wdfm_total,reported_sales
2_8_2025,Sojo Leather Co,0,0,0,217
2_8_2025,Southern Sisters Soaps,0,0,0,847
2_8_2025,Symphony Candle Co.,0,0,0,550
2_8_2025,TLC Farms,0,0,0,750
2_8_2025,Tres Manos Coffee,0,0,0,612
2_8_2025,Valley Mills Vineyards,0,0,0,872
2_8_2025,Violette Bakery,0,0,0,800
2_8_2025,World Hunger Relief,0,6,0,735
2_8_2025,Yallatizers,16,0,10,2300
2_8_2025,Yield Here Farms,0,8,58,228
2_8_2025,Zandartistry,0,0,0,1090
2_8_2025,Alba's Pupusas,0,0,282,520
2_8_2025,Alili Bold Accessories,0,0,0,280
2_8_2025,ATX Jerky,30,0,0,1809
2_8_2025,Audrey's Pawstries,0,0,0,415
2_8_2025,Bonnet Farm,4,31,11,750
2_8_2025,Bud's Lemonade,0,0,10,996
2_8_2025,Brazos Valley Cheese,0,0,0,2850
2_8_2025,Broken Grain Baking Co.,55,0,0,3100
2_8_2025,C323 Woodworking,0,0,0,500
2_8_2025,Cha Community,0,0,0,1500
2_8_2025,Chapultepec Farm,0,0,0,786
2_8_2025,Chef Flaco's Salsa,18,0,0,1300
2_8_2025,Clay by Denae,0,0,0,573
2_8_2025,Copperhead Creek Jewelry,0,0,0,390
2_8_2025,Designs with Jamie,0,0,0,836
2_8_2025,Don't Eat Beads,0,0,0,560
2_8_2025,Dresden Specialty Meats,0,0,20,1000
2_8_2025,Elisa Morse,0,0,0,865
2_8_2025,Flora House,0,0,0,780
2_8_2025,Fruits of Life,0,0,0,719
2_8_2025,For Keeps Coffee,0,0,0,517
2_8_2025,Handmade Waco,0,0,0,371
2_8_2025,Hay Ewe Ranch LLC,11,22,0,122
2_8_2025,Heritage Coffee,0,0,0,1237
2_8_2025,Heritage Food Crafters,30,0,0,1200
2_8_2025,Hutto Soap & Candle Co,0,0,0,644
2_8_2025,Kurbside Coffee,0,0,0,858
2_8_2025,Le's Kitchen,0,0,20,1300
2_8_2025,Little Threads by Emily,0,0,0,575
2_8_2025,Luna Clean Food Cafe,0,0,0,1080
2_8_2025,Macabre Maven,0,0,0,295
2_8_2025,Mama D's Pickles and Jams,0,0,252,450
2_8_2025,Mike's Makes,6,0,0,915
2_8_2025,The Moody Goat,0,0,0,250
2_8_2025,Muchos Tacos,0,0,0,4051
2_8_2025,the New Plate,0,0,0,300
2_8_2025,No Label Mushrooms,0,15,0,1450
2_8_2025,Norma's Florals,0,0,0,673
2_8_2025,Ohana Freeze Dried Market,0,0,0,1375
2_8_2025,Passion Gardens,0,0,0,230
2_8_2025,Pink Cheeks Studio,0,0,0,825
2_8_2025,Quesadilla Factory,0,0,0,1907
2_8_2025,Rancho Martinez Kitchen,0,0,0,735
2_8_2025,Remedy Design Shop,0,0,0,1600
2_8_2025,Rocky Gutter Homestead,0,0,20,1235
2_8_2025,Round Rock Honey,0,0,0,600
2_8_2025,Shar's Plants & Jewelry,0,0,0,244
2_8_2025,Sison Tacos,0,0,0,1000
2_8_2025,Sojo Leather Co,0,0,0,217
2_8_2025,Southern Sisters Soaps,0,0,0,847
2_8_2025,Symphony Candle Co.,0,0,0,550
2_8_2025,TLC Farms,0,0,0,750
2_8_2025,Tres Manos Coffee,0,0,0,612
2_8_2025,Valley Mills Vineyards,0,0,0,872
2_8_2025,Violette Bakery,0,0,0,800
2_8_2025,World Hunger Relief,0,6,0,735
2_8_2025,Yallatizers,16,0,10,2300
2_8_2025,Yield Here Farms,0,8,58,228
2_8_2025,Zandartistry,0,0,0,1090
3_15_2025,Alba's Pupusas,0,0,292,627
3_15_2025,Anthem Stories,0,0,0,119
3_15_2025,ATX Jerky,4,0,0,1450
3_15_2025,Audrey's Pawstries,0,0,0,500
3_15_2025,Bonnet Farm,0,63,30,1300
3_15_2025,Bud's Lemonade,0,0,16,1029
3_15_2025,Brazos Valley Cheese,0,0,0,2500
3_15_2025,Bridge Troll Customs,0,0,0,421
3_15_2025,Broken Grain Baking Co.,0,0,0,2800
3_15_2025,C323 Woodworking,0,0,0,700
3_15_2025,Cha Community,0,0,30,1400
3_15_2025,Chapultepec Farm,0,0,0,547
3_15_2025,Chef Flaco's Salsa,0,0,0,1000
3_15_2025,Clay by Denae,0,0,0,905
3_15_2025,Copperhead Creek Jewelry,0,0,0,260
3_15_2025,Don't Eat Beads,0,0,0,290
3_15_2025,Dresden Specialty Meats,0,0,0,950
3_15_2025,Fruits of Life,0,0,0,324
3_15_2025,For Keeps Coffee,0,0,15,420
3_15_2025,Foundations Farm,0,0,0,325
3_15_2025,Handmade Waco,0,0,0,350
3_15_2025,Hay Ewe Ranch LLC,3,8,0,48
3_15_2025,Heritage Coffee,0,0,0,828
3_15_2025,Heritage Food Crafters,0,0,0,768
3_15_2025,Home Fries Cafe,0,0,0,894
3_15_2025,Honeymoon Farm,25,17,0,308
3_15_2025,Hutto Soap & Candle Co,0,0,0,455
3_15_2025,Iron Bridge Coffee,0,0,0,654
3_15_2025,Katharos Baking Co,23,0,0,1300
3_15_2025,Kurbside Coffee,0,0,10,754
3_15_2025,L'Atelier Fromager,12,0,0,250
3_15_2025,Le's Kitchen,0,0,10,777
3_15_2025,Lil Mo's Tamales,0,0,16,479
3_15_2025,Little Threads by Emily,0,0,0,300
3_15_2025,Mama D's Pickles and Jams,24,0,242,600
3_15_2025,Mike's Makes,0,0,10,680
3_15_2025,The Moody Goat,101,0,0,600
3_15_2025,Muchos Tacos,0,0,0,2800
3_15_2025,the New Plate,0,0,0,505
3_15_2025,No Label Mushrooms,0,0,0,1100
3_15_2025,Norma's Florals,0,0,0,632
3_15_2025,Ohana Freeze Dried Market,0,0,0,924
3_15_2025,Passion Gardens,15,33,15,300
3_15_2025,Pink Cheeks Studio,0,0,0,551
3_15_2025,Quesadilla Factory,0,0,0,1900
3_15_2025,Rancho Martinez Kitchen,0,0,0,881
3_15_2025,Remedy Design Shop,0,0,0,980
3_15_2025,Rocky Gutter Homestead,0,0,0,1275
3_15_2025,Round Rock Honey,11,0,30,325
3_15_2025,Shar's Plants & Jewelry,0,0,0,262
3_15_2025,Sojo Leather Co,0,0,0,103
3_15_2025,Southern Sisters Soaps,0,0,10,1053
3_15_2025,Symphony Candle Co.,0,0,0,300
3_15_2025,Teresita's Birria,0,0,15,400
3_15_2025,TLC Farms,0,0,0,1200
3_15_2025,Tres Manos Coffee,0,0,0,819
3_15_2025,TruJamaica,0,0,0,794
3_15_2025,Urban Reap,3,43,13,873
3_15_2025,Valley Mills Vineyards,0,0,0,650
3_15_2025,Violette Bakery,5,0,0,880
3_15_2025,Waco Downtown Farmers Market,0,0,0,442
3_15_2025,Whiskey Hill Turnings,0,0,0,490
3_15_2025,World Hunger Relief,0,0,0,373
3_15_2025,Yallatizers,32,0,0,2000
3_15_2025,Yield Here Farms,0,16,0,262
3_15_2025,Zandartistry,0,0,6,295
3_1_2025,Alba's Pupusas,0,0,326,676
3_1_2025,Alili Bold Accessories,0,0,0,440
3_1_2025,Anthem Stories,0,0,0,228
3_1_2025,ATX Jerky,12,0,0,2000
3_1_2025,Audrey's Pawstries,0,0,0,550
3_1_2025,Bonnet Farm,37,106,11,1300
3_1_2025,Bud's Lemonade,0,0,35,1216
3_1_2025,Brazos Valley Cheese,0,0,0,3350
3_1_2025,Broken Grain Baking Co.,15,0,64,3000
3_1_2025,C323 Woodworking,0,0,0,1000
3_1_2025,Cha Community,0,0,66,1881
3_1_2025,Chapultepec Farm,0,0,0,802
3_1_2025,Chef Flaco's Salsa,10,0,10,1200
3_1_2025,Clay by Denae,0,0,0,665
3_1_2025,Designs with Jamie,0,0,0,582
3_1_2025,Don't Eat Beads,0,0,0,329
3_1_2025,Dresden Specialty Meats,0,0,30,1500
3_1_2025,Fruits of Life,0,0,0,529
3_1_2025,For Keeps Coffee,0,0,10,573
3_1_2025,Foundations Farm,6,0,10,372
3_1_2025,Ganske Farms,0,0,10,506
3_1_2025,Handmade Waco,0,0,0,529
3_1_2025,Hay Ewe Ranch LLC,0,12,0,112
3_1_2025,Heritage Coffee,0,0,0,1249
3_1_2025,Heritage Food Crafters,0,0,0,1150
3_1_2025,Home Fries Cafe,0,0,0,745
3_1_2025,Honeymoon Farm,0,9,30,294
3_1_2025,Hutto Soap & Candle Co,0,0,0,510
3_1_2025,Iron Bridge Coffee,0,0,30,780
3_1_2025,Katharos Baking Co,0,0,10,915
3_1_2025,Kurbside Coffee,0,0,0,851
3_1_2025,Le's Kitchen,0,0,25,1225
3_1_2025,Luna Clean Food Cafe,0,0,0,848
3_1_2025,Macabre Maven,0,0,5,449
3_1_2025,Mama D's Pickles and Jams,36,0,281,900
3_1_2025,Mike's Makes,0,0,0,1058
3_1_2025,The Moody Goat,29,0,0,380
3_1_2025,Muchos Tacos,0,0,2,3700
3_1_2025,the New Plate,0,0,8,456
3_1_2025,No Label Mushrooms,0,32,30,1105
3_1_2025,Norma's Florals,0,0,0,600
3_1_2025,Ohana Freeze Dried Market,0,0,0,1422
3_1_2025,Passion Gardens,0,28,10,350
3_1_2025,Quesadilla Factory,0,0,20,2070
3_1_2025,Rancho Martinez Kitchen,0,0,0,909
3_1_2025,Remedy Design Shop,0,0,0,950
3_1_2025,Rocky Gutter Homestead,0,0,50,1280
3_1_2025,Round Rock Honey,0,0,20,600
3_1_2025,Shar's Plants & Jewelry,0,0,0,423
3_1_2025,Sison Tacos,0,0,20,1031
3_1_2025,Southern Sisters Soaps,0,0,0,1314
3_1_2025,Sweet & Sourdough,24,0,0,439
3_1_2025,Symphony Candle Co.,0,0,0,752
3_1_2025,Teresita's Birria,0,0,0,688
3_1_2025,TLC Farms,0,0,0,1050
3_1_2025,Tres Manos Coffee,0,0,10,702
3_1_2025,TruJamaica,0,0,0,919
3_1_2025,Urban Reap,0,17,0,695
3_1_2025,Valley Mills Vineyards,0,0,0,601
3_1_2025,Violette Bakery,0,0,5,1000
3_1_2025,World Hunger Relief,0,4,0,491
3_1_2025,Yallatizers,33,0,20,2500
3_1_2025,Yield Here Farms,8,16,0,390
3_22_2025,Alba's Pupusas,0,0,252,652
3_22_2025,Anthem Stories,0,0,0,251
3_22_2025,ATX Jerky,31,0,10,1937
3_22_2025,Audrey's Pawstries,0,0,0,0
3_22_2025,Bonnet Farm,1,92,10,1500
3_22_2025,Bud's Lemonade,0,0,10,1742
3_22_2025,Brazos Valley Cheese,15,0,0,2500
3_22_2025,Broken Grain Baking Co.,118,0,0,3400
3_22_2025,C323 Woodworking,0,0,0,700
3_22_2025,Cha Community,0,0,10,1500
3_22_2025,Chapultepec Farm,7,0,0,688
3_22_2025,Chef Flaco's Salsa,25,0,0,1100
3_22_2025,Don't Eat Beads,0,0,0,577
3_22_2025,Dresden Specialty Meats,30,0,0,1400
3_22_2025,Elisa Morse,0,0,0,570
3_22_2025,Fruits of Life,0,0,0,684
3_22_2025,For Keeps Coffee,0,0,0,763
3_22_2025,Foundations Farm,0,0,0,416
3_22_2025,Handmade Jewelry by Annie,0,0,0,175
3_22_2025,Hay Ewe Ranch LLC,0,0,0,58
3_22_2025,Heritage Coffee,0,0,20,1022
3_22_2025,Heritage Food Crafters,0,0,0,0
3_22_2025,Home Fries Cafe,0,0,0,1110
3_22_2025,Honeymoon Farm,8,0,0,216
3_22_2025,Hutto Soap & Candle Co,0,0,0,820
3_22_2025,Iron Bridge Coffee,0,0,0,452
3_22_2025,Katharos Baking Co,32,0,0,1350
3_22_2025,Knots with Sofia,0,0,0,155
3_22_2025,Kurbside Coffee,0,0,0,694
3_22_2025,L'Atelier Fromager,0,0,0,239
3_22_2025,Le's Kitchen,0,0,10,1055
3_22_2025,Little Threads by Emily,0,0,0,611
3_22_2025,Lula Mae's Cajun Cuisine,0,0,15,1180
3_22_2025,Macabre Maven,0,0,0,419
3_22_2025,Mike's Makes,5,0,0,1100
3_22_2025,The Moody Goat,12,0,0,355
3_22_2025,Muchos Tacos,0,0,0,3450
3_22_2025,No Label Mushrooms,0,30,0,1100
3_22_2025,Norma's Florals,0,0,0,917
3_22_2025,Ohana Freeze Dried Market,8,0,10,1321
3_22_2025,Passion Gardens,0,0,0,600
3_22_2025,Quesadilla Factory,0,0,0,934
3_22_2025,Rancho Martinez Kitchen,0,0,0,910
3_22_2025,Remedy Design Shop,0,0,0,1200
3_22_2025,Rocky Gutter Homestead,13,0,0,1370
3_22_2025,Round Rock Honey,0,0,15,420
3_22_2025,Shar's Plants & Jewelry,0,0,20,277
3_22_2025,Sison Tacos,0,0,30,955
3_22_2025,Southern Sisters Soaps,0,0,0,921
3_22_2025,Sweet & Sourdough,36,0,0,603
3_22_2025,Teresita's Birria,0,0,0,400
3_22_2025,TLC Farms,0,0,0,1000
3_22_2025,Tres Manos Coffee,0,0,0,805
3_22_2025,Urban Reap,6,0,0,764
3_22_2025,Valley Mills Vineyards,0,0,0,574
3_22_2025,Violette Bakery,6,0,0,800
3_22_2025,Waco Downtown Farmers Market,0,0,0,402
3_22_2025,Waco Wildlife Rescue,0,0,0,420
3_22_2025,World Hunger Relief,0,0,0,455
3_22_2025,Yallatizers,0,0,0,2200
3_22_2025,Yield Here Farms,0,0,0,324
3_29_2025,Alba's Pupusas,0,0,286,680
3_29_2025,Alili Bold Accessories,0,0,0,830
3_29_2025,Anthem Stories,0,0,0,186
3_29_2025,ATX Jerky,0,0,0,1300
3_29_2025,Audrey's Pawstries,0,0,0,575
3_29_2025,Bonnet Farm,57,130,0,1400
3_29_2025,Bud's Lemonade,0,0,10,1565
3_29_2025,Brazos Valley Cheese,0,0,0,3300
3_29_2025,Broken Grain Baking Co.,33,0,0,3000
3_29_2025,Cha Community,0,0,17,1368
3_29_2025,Chapultepec Farm,118,0,0,414
3_29_2025,Chef Flaco's Salsa,15,0,0,900
3_29_2025,Churros la Catrina,20,0,0,1200
3_29_2025,Copperhead Creek Jewelry,0,0,0,545
3_29_2025,Don't Eat Beads,0,0,0,0
3_29_2025,Dresden Specialty Meats,48,0,0,1500
3_29_2025,Emily Martinka Pottery,0,0,0,1361
3_29_2025,Fruits of Life,0,0,0,334
3_29_2025,Handmade Waco,0,0,0,315
3_29_2025,Hay Ewe Ranch LLC,0,0,0,73
3_29_2025,Heritage Coffee,0,0,0,1100
3_29_2025,Heritage Food Crafters,0,0,0,686
3_29_2025,Home Fries Cafe,0,0,30,853
3_29_2025,Honeymoon Farm,0,9,6,310
3_29_2025,Hutto Soap & Candle Co,0,0,0,704
3_29_2025,Iron Bridge Coffee,0,0,0,409
3_29_2025,Jolee French Art,0,0,0,330
3_29_2025,Katharos Baking Co,0,0,0,1050
3_29_2025,Knots with Sofia,0,0,0,220
3_29_2025,Kurbside Coffee,0,0,0,880
3_29_2025,L'Atelier Fromager,0,0,0,298
3_29_2025,Le's Kitchen,0,0,15,739
3_29_2025,Lil Mo's Tamales,0,0,5,348
3_29_2025,Macabre Maven,0,0,0,317
3_29_2025,Mama D's Pickles and Jams,7,0,303,600
3_29_2025,Mike's Makes,0,0,10,860
3_29_2025,The Moody Goat,17,0,0,265
3_29_2025,Muchos Tacos,0,0,30,3100
3_29_2025,the New Plate,0,0,0,545
3_29_2025,Newton's Luxe Pantry,40,0,15,850
3_29_2025,No Label Mushrooms,1,66,0,1100
3_29_2025,Norma's Florals,0,0,10,768.86
3_29_2025,Ohana Freeze Dried Market,0,0,35,696
3_29_2025,Passion Gardens,0,27,26,250
3_29_2025,Quesadilla Factory,0,0,18,1105
3_29_2025,Rancho Martinez Kitchen,0,0,40,852
3_29_2025,Remedy Design Shop,0,0,0,900
3_29_2025,Rocky Gutter Homestead,0,0,5,895
3_29_2025,Round Rock Honey,0,0,0,0
3_29_2025,Shar's Plants & Jewelry,0,0,0,318
3_29_2025,Sison Tacos,0,0,0,1100
3_29_2025,Southern Sisters Soaps,0,0,0,777
3_29_2025,Sweet & Sourdough,51,0,0,730
3_29_2025,Teresita's Birria,0,0,15,378
3_29_2025,TLC Farms,0,0,0,1100
3_29_2025,Tres Manos Coffee,0,0,0,740
3_29_2025,Valley Mills Vineyards,0,0,0,451
3_29_2025,Violette Bakery,28,0,0,900
3_29_2025,Waco Downtown Farmers Market,0,0,0,204
3_29_2025,Waco Wildlife Rescue,0,0,0,100
3_29_2025,World Hunger Relief,0,39,0,670
3_29_2025,Yallatizers,8,0,10,2000
3_29_2025,Yield Here Farms,0,24,0,292
3_8_2025,Alba's Pupusas,0,0,134,434
3_8_2025,ATX Jerky,10,0,0,1061
3_8_2025,Audrey's Pawstries,0,0,0,200
3_8_2025,Bonnet Farm,19,91,5,1300
3_8_2025,Bud's Lemonade,0,0,37,300
3_8_2025,Brazos Valley Cheese,0,0,0,2550
3_8_2025,Broken Grain Baking Co.,38,0,0,2000
3_8_2025,C323 Woodworking,0,0,0,630
3_8_2025,Cha Community,0,0,0,850
3_8_2025,Chapultepec Farm,192,0,0,803
3_8_2025,Chef Flaco's Salsa,16,0,10,1000
3_8_2025,Churros la Catrina,0,0,0,1000
3_8_2025,Don't Eat Beads,0,0,0,326
3_8_2025,Dresden Specialty Meats,0,0,0,950
3_8_2025,Fruits of Life,0,0,0,716
3_8_2025,Foundations Farm,16,0,0,278
3_8_2025,Hay Ewe Ranch LLC,0,0,0,87
3_8_2025,Heritage Coffee,0,0,30,963
3_8_2025,Heritage Food Crafters,0,0,0,960
3_8_2025,Home Fries Cafe,0,0,50,873
3_8_2025,Honeymoon Farm,0,4,0,210
3_8_2025,Hutto Soap & Candle Co,0,0,0,497
3_8_2025,Katharos Baking Co,3,0,0,980
3_8_2025,Kurbside Coffee,0,0,5,715
3_8_2025,Le's Kitchen,0,0,0,495
3_8_2025,Little Bexar Farm,19,39,0,1950
3_8_2025,Luna Clean Food Cafe,16,0,0,450
3_8_2025,Macabre Maven,0,0,0,370
3_8_2025,Mike's Makes,0,0,20,714
3_8_2025,The Moody Goat,0,0,0,150
3_8_2025,Muchos Tacos,0,0,0,2200
3_8_2025,No Label Mushrooms,25,37,25,1186
3_8_2025,Norma's Florals,0,0,0,278
3_8_2025,Ohana Freeze Dried Market,6,0,22,642
3_8_2025,Passion Gardens,0,0,0,375
3_8_2025,Quesadilla Factory,0,0,20,1125
3_8_2025,Rancho Martinez Kitchen,0,0,20,624
3_8_2025,Remedy Design Shop,0,0,0,700
3_8_2025,Rocky Gutter Homestead,21,0,0,1245
3_8_2025,Round Rock Honey,0,0,0,350
3_8_2025,Shar's Plants & Jewelry,0,0,0,370
3_8_2025,Sison Tacos,0,0,10,500
3_8_2025,Southern Sisters Soaps,0,0,0,590
3_8_2025,Teresita's Birria,0,0,0,287
3_8_2025,TLC Farms,0,0,0,800
3_8_2025,Tres Manos Coffee,0,0,0,545
3_8_2025,TruJamaica,0,0,20,503
3_8_2025,Urban Reap,0,22,0,839
3_8_2025,Valley Mills Vineyards,0,0,0,117
3_8_2025,Violette Bakery,0,0,5,500
3_8_2025,World Hunger Relief,0,34,0,370
3_8_2025,Yallatizers,8,0,0,1700
3_8_2025,Yield Here Farms,0,0,0,164
4_12_2025,Alba's Pupusas,0,0,248,598
4_12_2025,Alili Bold Accessories,0,0,0,775
4_12_2025,Anthem Stories,0,0,0,154
4_12_2025,ATX Jerky,12,0,10,1757
4_12_2025,Audrey's Pawstries,0,0,0,500
4_12_2025,Bird Song Lavender,0,0,0,800
4_12_2025,Bonnet Farm,1,202,0,1500
4_12_2025,Bud's Lemonade,0,0,10,1252
4_12_2025,Brazos Valley Cheese,0,0,0,2180
4_12_2025,Broken Grain Baking Co.,25,0,0,2500
4_12_2025,C323 Woodworking,0,0,0,800
4_12_2025,Cha Community,0,0,25,1300
4_12_2025,Chapultepec Farm,0,0,0,700
4_12_2025,Chef Flaco's Salsa,24,0,0,1000
4_12_2025,Churros la Catrina,0,0,0,1250
4_12_2025,Copperhead Creek Jewelry,0,0,0,305
4_12_2025,Don't Eat Beads,0,0,0,397
4_12_2025,Dresden Specialty Meats,52,0,0,1500
4_12_2025,Fruits of Life,0,0,0,535
4_12_2025,For Keeps Coffee,0,0,0,435
4_12_2025,Foundations Farm,0,0,0,418
4_12_2025,Hay Ewe Ranch LLC,0,0,0,62
4_12_2025,Heritage Coffee,0,0,0,1097
4_12_2025,Heritage Food Crafters,0,0,5,0
4_12_2025,Home Fries Cafe,0,0,0,0
4_12_2025,Honeymoon Farm,12,1,0,140
4_12_2025,Hutto Soap & Candle Co,0,0,0,400
4_12_2025,Katharos Baking Co,0,0,0,1000
4_12_2025,Knots with Sofia,0,0,0,208
4_12_2025,Kurbside Coffee,0,0,20,882
4_12_2025,L'Atelier Fromager,13,0,0,289
4_12_2025,Le's Kitchen,0,0,20,751
4_12_2025,Lula Mae's Cajun Cuisine,0,0,0,0
4_12_2025,Luna Clean Food Cafe,0,0,0,670
4_12_2025,Mama D's Pickles and Jams,28,0,170,600
4_12_2025,Mike's Makes,0,0,0,835
4_12_2025,The Moody Goat,50,0,0,225
4_12_2025,Muchos Tacos,0,0,33,2700
4_12_2025,the New Plate,0,0,0,518
4_12_2025,No Label Mushrooms,0,0,0,1000
4_12_2025,Norma's Florals,0,0,0,1367
4_12_2025,Ohana Freeze Dried Market,32,0,40,1400
4_12_2025,Passion Gardens,0,0,0,368
4_12_2025,Pink Cheeks Studio,0,0,0,550
4_12_2025,Purpose,0,0,0,629
4_12_2025,Quesadilla Factory,0,0,0,606
4_12_2025,Rancho Martinez Kitchen,0,0,0,0
4_12_2025,Remedy Design Shop,0,0,0,840
4_12_2025,Rocky Gutter Homestead,10,0,0,1225
4_12_2025,Round Rock Honey,53,0,10,0
4_12_2025,Shar's Plants & Jewelry,0,0,0,128
4_12_2025,Sison Tacos,0,0,32,700
4_12_2025,Southern Sisters Soaps,0,0,0,740
4_12_2025,Sweet & Sourdough,46,0,0,617
4_12_2025,Teresita's Birria,0,0,0,341
4_12_2025,TLC Farms,0,0,0,800
4_12_2025,Tres Manos Coffee,0,0,2,407
4_12_2025,Urban Reap,8,0,0,590
4_12_2025,Valley Mills Vineyards,0,0,0,408
4_12_2025,Violette Bakery,5,0,0,765
4_12_2025,Waco Wildlife Rescue,0,0,0,0
4_12_2025,World Hunger Relief,0,22,10,897
4_12_2025,Yallatizers,0,0,10,2100
4_19_2025,Alba's Pupusas,0,0,136,576
4_19_2025,Alili Bold Accessories,0,0,0,380
4_19_2025,ATX Jerky,20,0,0,1190
4_19_2025,Audrey's Pawstries,0,0,10,300
4_19_2025,Bonnet Farm,4,128,60,1500
4_19_2025,Bud's Lemonade,0,0,47,841
4_19_2025,Brazos Valley Cheese,0,0,0,2300
4_19_2025,Broken Grain Baking Co.,33,0,0,3300
4_19_2025,Cha Community,0,0,10,1300
4_19_2025,Chapultepec Farm,0,0,0,218
4_19_2025,Chef Flaco's Salsa,11,0,10,1000
4_19_2025,Churros la Catrina,0,0,22,1305
4_19_2025,Clay by Denae,0,0,0,1216
4_19_2025,Don't Eat Beads,0,0,0,388
4_19_2025,Dresden Specialty Meats,0,0,20,1300
4_19_2025,Foundations Farm,0,0,0,418
4_19_2025,Handmade Jewelry by Annie,0,0,0,122
4_19_2025,Hay Ewe Ranch LLC,0,0,0,85
4_19_2025,Heritage Coffee,0,0,0,1112
4_19_2025,Heritage Food Crafters,29,0,0,1100
4_19_2025,Home Fries Cafe,0,0,0,951
4_19_2025,Hutto Soap & Candle Co,0,0,0,750
4_19_2025,Iron Bridge Coffee,0,0,20,520
4_19_2025,Katharos Baking Co,0,0,5,1250
4_19_2025,Kurbside Coffee,0,0,5,920
4_19_2025,L'Atelier Fromager,14,0,0,383
4_19_2025,Le's Kitchen,0,0,0,577
4_19_2025,Luna Clean Food Cafe,8,0,0,500
4_19_2025,Mama D's Pickles and Jams,14,0,242,600
4_19_2025,Mike's Makes,0,0,50,550
4_19_2025,The Moody Goat,0,0,0,390
4_19_2025,Muchos Tacos,0,0,15,2700
4_19_2025,No Label Mushrooms,0,41,0,740
4_19_2025,Norma's Florals,0,0,0,669
4_19_2025,Ohana Freeze Dried Market,0,0,0,1197
4_19_2025,Passion Gardens,0,0,0,280
4_19_2025,Quesadilla Factory,0,0,0,1825
4_19_2025,Rancho Martinez Kitchen,0,0,41,898
4_19_2025,Remedy Design Shop,0,0,0,1200
4_19_2025,Rocky Gutter Homestead,0,0,18,950
4_19_2025,Round Rock Honey,37,0,0,400
4_19_2025,Shar's Plants & Jewelry,0,0,0,215
4_19_2025,Southern Sisters Soaps,0,0,0,728
4_19_2025,Sweet & Sourdough,56,0,0,928
4_19_2025,Symphony Candle Co.,0,0,0,210
4_19_2025,Teresita's Birria,0,0,0,300
4_19_2025,The Spoonery,0,0,0,350
4_19_2025,TLC Farms,0,0,15,950
4_19_2025,Tres Manos Coffee,0,0,7,766
4_19_2025,TruJamaica,0,0,15,719
4_19_2025,Urban Reap,6,15,20,630
4_19_2025,Valley Mills Vineyards,0,0,0,750
4_19_2025,Violette Bakery,0,0,0,700
4_19_2025,Waco Downtown Farmers Market,0,0,0,243
4_19_2025,Whiskey Hill Turnings,0,0,0,525
4_19_2025,World Hunger Relief,0,52,10,811
4_19_2025,Yallatizers,19,0,0,2400
4_19_2025,Yield Here Farms,0,8,0,231
4_19_2025,Zandartistry,0,0,20,565
4_26_2025,Alba's Pupusas,0,0,221,596
4_26_2025,Alili Bold Accessories,0,0,0,270
4_26_2025,Anthem Stories,0,0,0,111
4_26_2025,ATX Jerky,0,0,0,795
4_26_2025,Audrey's Pawstries,0,0,0,0
4_26_2025,Bird Song Lavender,0,0,28,1100
4_26_2025,Bonnet Farm,18,69,0,1500
4_26_2025,Bud's Lemonade,0,0,55,1187.26
4_26_2025,Brazos Valley Cheese,32,0,0,2600
4_26_2025,Broken Grain Baking Co.,20,0,0,2500
4_26_2025,Cha Community,0,0,40,950
4_26_2025,Chapultepec Farm,0,0,0,259.79
4_26_2025,Chef Flaco's Salsa,0,0,20,1200
4_26_2025,Copperhead Creek Jewelry,0,0,0,300
4_26_2025,Don't Eat Beads,0,0,0,502
4_26_2025,Fruits of Life,0,0,0,468
4_26_2025,For Keeps Coffee,0,0,0,328.7
4_26_2025,Foundations Farm,14,0,0,577.93
4_26_2025,Handmade Jewelry by Annie,0,0,0,100
4_26_2025,Handmade Waco,0,0,0,351
4_26_2025,Hay Ewe Ranch LLC,5,24,0,126
4_26_2025,Heritage Coffee,0,0,20,833
4_26_2025,Heritage Food Crafters,0,0,0,0
4_26_2025,Home Fries Cafe,0,0,50,958
4_26_2025,Honeymoon Farm,5,5,0,256
4_26_2025,Hutto Soap & Candle Co,0,0,0,494
4_26_2025,Iron Bridge Coffee,0,0,0,518
4_26_2025,Katharos Baking Co,0,0,10,1550
4_26_2025,Kurbside Coffee,0,0,3,566.34
4_26_2025,L'Atelier Fromager,0,0,10,203
4_26_2025,Lil Mo's Tamales,0,0,20,456
4_26_2025,Little Threads by Emily,0,0,0,389
4_26_2025,Luna Clean Food Cafe,0,0,0,496
4_26_2025,Macabre Maven,5,0,0,282
4_26_2025,the New Plate,0,0,15,520
4_26_2025,Newton's Luxe Pantry,0,0,0,642
4_26_2025,No Label Mushrooms,15,0,0,900
4_26_2025,Norma's Florals,0,0,0,728.98
4_26_2025,Ohana Freeze Dried Market,0,0,0,992.4
4_26_2025,Passion Gardens,13,17,0,200
4_26_2025,Quesadilla Factory,0,0,0,1476
4_26_2025,Rancho Martinez Kitchen,0,0,10,785
4_26_2025,Remedy Design Shop,0,0,0,800
4_26_2025,Rocky Gutter Homestead,0,0,0,1075
4_26_2025,Round Rock Honey,7,0,0,350
4_26_2025,Shar's Plants & Jewelry,0,0,0,251
4_26_2025,Southern Sisters Soaps,0,0,0,688
4_26_2025,TLC Farms,0,0,0,825
4_26_2025,Tres Manos Coffee,0,0,10,956
4_26_2025,TruJamaica,0,0,0,400
