week,vendor,snap_total,dufb_total,wdfm_total,reported_sales
4_26_2025,Valley Mills Vineyards,0,0,0,321
4_26_2025,Violette Bakery,0,0,0,540
4_26_2025,World Hunger Relief,0,46,0,738
4_26_2025,Yallatizers,23,0,0,1800
4_26_2025,Yield Here Farms,7,0,1,300
4_5_2025,Alba's Pupusas,0,0,65,215
4_5_2025,ATX Jerky,0,0,0,754
4_5_2025,Audrey's Pawstries,0,0,10,100
4_5_2025,Bonnet Farm,5,31,25,900
4_5_2025,Brazos Valley Cheese,39,0,0,1000
4_5_2025,Broken Grain Baking Co.,20,0,0,1100
4_5_2025,Cha Community,0,0,10,394
4_5_2025,Chef Flaco's Salsa,0,0,0,300
4_5_2025,Copperhead Creek Jewelry,0,0,0,20
4_5_2025,Designs with Jamie,0,0,0,202
4_5_2025,Dresden Specialty Meats,0,0,0,600
4_5_2025,Fruits of Life,0,0,0,285
4_5_2025,Foundations Farm,0,0,0,210
4_5_2025,Handmade Waco,0,0,0,120
4_5_2025,Hay Ewe Ranch LLC,0,0,0,49
4_5_2025,Honeymoon Farm,0,0,5,158
4_5_2025,Hutto Soap & Candle Co,0,0,0,444
4_5_2025,Katharos Baking Co,0,0,0,600
4_5_2025,Kurbside Coffee,0,0,5,434
4_5_2025,L'Atelier Fromager,0,0,0,278
4_5_2025,Luna Clean Food Cafe,0,0,0,260
4_5_2025,Mike's Makes,0,0,0,375
4_5_2025,No Label Mushrooms,9,5,0,660
4_5_2025,Norma's Florals,0,0,0,468
4_5_2025,Purpose,0,0,0,40
4_5_2025,Quesadilla Factory,0,0,10,550
4_5_2025,Remedy Design Shop,0,0,0,300
4_5_2025,Rocky Gutter Homestead,0,7,20,520
4_5_2025,Round Rock Honey,0,0,0,420
4_5_2025,Shar's Plants & Jewelry,0,0,0,123
4_5_2025,Sison Tacos,0,0,0,108
4_5_2025,Southern Sisters Soaps,0,0,0,613
4_5_2025,Sweet & Sourdough,19,0,0,575
4_5_2025,Symphony Candle Co.,0,0,0,155
4_5_2025,Teresita's Birria,0,0,0,300
4_5_2025,Tres Manos Coffee,0,0,10,369
4_5_2025,TruJamaica,0,0,30,256
4_5_2025,Valley Mills Vineyards,0,0,0,166
4_5_2025,Waco Wildlife Rescue,0,0,0,40
4_5_2025,World Hunger Relief,0,0,5,497
4_5_2025,Yallatizers,0,0,0,1200
4_5_2025,Yield Here Farms,0,18,0,150
4_9_2025,Aje & Aja,0,0,0,100
4_9_2025,Bud's Lemonade,0,0,5,280
4_9_2025,Barking Mutt Bakery,0,0,0,136
4_9_2025,Cha Community,0,0,37,280
4_9_2025,Copperhead Creek Jewelry,0,0,0,125
4_9_2025,Don't Eat Beads,0,0,0,94
4_9_2025,Gen8tikz,0,0,0,110
4_9_2025,L'Atelier Fromager,0,0,0,131
4_9_2025,Le's Kitchen,0,0,15,0
4_9_2025,Lorenny Bakes,29,0,0,184
4_9_2025,Milk Bottle Cookies,0,0,0,136
4_9_2025,The Clean Plate,0,0,0,40
4_9_2025,Tropic Oinker,0,0,36,391
4_9_2025,National Women in Agriculture,0,0,0,35
4_9_2025,Passion Gardens,0,2,0,125
4_9_2025,Purpose,0,0,0,354
4_9_2025,Quesadilla Factory,0,0,0,300
4_9_2025,Sison Tacos,0,0,0,435
4_9_2025,World Hunger Relief,0,0,0,220.5
4_9_2025,Yallatizers,0,0,0,400
5_10_2025,Alili Bold Accessories,0,0,0,345
5_10_2025,Anthem Stories,0,0,0,253
5_10_2025,ATX Jerky,4,0,6,1393
5_10_2025,Audrey's Pawstries,0,0,0,450
5_10_2025,Bonnet Farm,24,106,10,1800
5_10_2025,Bud's Lemonade,0,0,0,1276
5_10_2025,Brazos Valley Cheese,60,0,0,3200
5_10_2025,Broken Grain Baking Co.,11,0,0,3400
5_10_2025,C323 Woodworking,0,0,0,700
5_10_2025,Cha Community,0,0,20,1500
5_10_2025,Chapultepec Farm,0,0,0,407
5_10_2025,Chef Flaco's Salsa,33,0,0,1000
5_10_2025,Clay by Denae,0,0,0,772
5_10_2025,Copperhead Creek Jewelry,0,0,0,350
5_10_2025,Designs with Jamie,0,0,0,992
5_10_2025,Don't Eat Beads,0,0,0,0
5_10_2025,Dresden Specialty Meats,20,0,0,1600
5_10_2025,Elisa Morse,0,0,0,1000
5_10_2025,Fruits of Life,0,0,0,530
5_10_2025,For Keeps Coffee,0,0,0,523
5_10_2025,Foundations Farm,13,0,0,750
5_10_2025,Heritage Coffee,0,0,0,1150
5_10_2025,Heritage Food Crafters,24,0,0,1037
5_10_2025,Home Fries Cafe,0,0,0,828
5_10_2025,Honeymoon Farm,8,2,0,280
5_10_2025,Hutto Soap & Candle Co,0,0,0,624
5_10_2025,Iron Bridge Coffee,0,0,0,489
5_10_2025,JB Wood Crafts,0,0,0,425
5_10_2025,Katharos Baking Co,0,0,0,1650
5_10_2025,Knots with Sofia,0,0,0,164
5_10_2025,Kurbside Coffee,0,0,5,789
5_10_2025,L'Atelier Fromager,0,0,0,580
5_10_2025,Le's Kitchen,0,0,0,700
5_10_2025,Little Threads by Emily,0,0,0,300
5_10_2025,Luna Clean Food Cafe,8,0,0,681
5_10_2025,Macabre Maven,0,0,10,635
5_10_2025,Mama D's Pickles and Jams,0,0,243,650
5_10_2025,Mike's Makes,10,0,0,1001
5_10_2025,Muchos Tacos,0,0,20,3050
5_10_2025,the New Plate,0,0,0,464
5_10_2025,No Label Mushrooms,1,21,0,1000
5_10_2025,Norma's Florals,0,0,0,0
5_10_2025,Ohana Freeze Dried Market,0,0,0,1050
5_10_2025,Passion Gardens,0,0,0,350
5_10_2025,Pink Cheeks Studio,0,0,0,630
5_10_2025,Purpose,0,0,0,586
5_10_2025,Quesadilla Factory,0,0,35,1900
5_10_2025,Rancho Martinez Kitchen,0,0,0,912
5_10_2025,Remedy Design Shop,0,0,0,750
5_10_2025,Rocky Gutter Homestead,34,0,50,1275
5_10_2025,Round Rock Honey,34,0,0,464
5_10_2025,Shar's Plants & Jewelry,0,0,0,304
5_10_2025,Sison Tacos,0,0,50,1300
5_10_2025,Southern Sisters Soaps,0,0,0,1354
5_10_2025,Sweet & Sourdough,34,0,5,762
5_10_2025,Symphony Candle Co.,0,0,0,445
5_10_2025,Teresita's Birria,0,0,0,536
5_10_2025,TLC Farms,0,0,0,1250
5_10_2025,Tres Manos Coffee,0,0,10,995
5_10_2025,TruJamaica,0,0,0,736
5_10_2025,Urban Reap,0,11,0,601
5_10_2025,Valley Mills Vineyards,0,0,0,662
5_10_2025,Violette Bakery,15,0,0,925
5_10_2025,Whiskey Hill Turnings,0,0,0,530
5_10_2025,World Hunger Relief,0,0,0,253
5_10_2025,Yallatizers,24,0,0,2200
5_10_2025,Yield Here Farms,0,0,0,240
5_10_2025,Zandartistry,0,0,0,408
5_17_2025,Alili Bold Accessories,0,0,0,240
5_17_2025,ATX Jerky,0,0,15,1254
5_17_2025,Audrey's Pawstries,0,0,0,200
5_17_2025,Bird Song Lavender,0,0,23,610
5_17_2025,Bonnet Farm,32,84,24,1600
5_17_2025,Bud's Lemonade,0,0,15,1086
5_17_2025,Brazos Valley Cheese,52,0,30,1698
5_17_2025,Bridge Troll Customs,0,0,0,235
5_17_2025,C323 Woodworking,0,0,0,500
5_17_2025,Cha Community,0,0,20,845
5_17_2025,Chapultepec Farm,0,0,0,348
5_17_2025,Chef Flaco's Salsa,0,0,0,1000
5_17_2025,Churros la Catrina,39,0,0,995
5_17_2025,Copperhead Creek Jewelry,0,0,0,170
5_17_2025,Don't Eat Beads,0,0,0,0
5_17_2025,Dresden Specialty Meats,0,0,0,830
5_17_2025,Fruits of Life,0,0,0,688
5_17_2025,For Keeps Coffee,0,0,0,221
5_17_2025,Foundations Farm,20,0,0,701
5_17_2025,Handmade Waco,0,0,0,341
5_17_2025,Hay Ewe Ranch LLC,0,16,0,95
5_17_2025,Heritage Coffee,0,0,30,1036
5_17_2025,Heritage Food Crafters,0,0,0,443
5_17_2025,Home Fries Cafe,0,0,20,630
5_17_2025,Honeymoon Farm,0,9,5,175
5_17_2025,Hutto Soap & Candle Co,0,0,0,300
5_17_2025,Iron Bridge Coffee,0,0,0,381
5_17_2025,Katharos Baking Co,0,0,0,1400
5_17_2025,Knots with Sofia,0,0,0,108
5_17_2025,Kurbside Coffee,0,0,0,575
5_17_2025,L'Atelier Fromager,0,0,10,306
5_17_2025,Le's Kitchen,0,0,0,432
5_17_2025,Lightsey Farms,9,31,35,750
5_17_2025,Lil Mo's Tamales,0,0,0,485
5_17_2025,Luna Clean Food Cafe,0,0,0,774
5_17_2025,Macabre Maven,0,0,0,351
5_17_2025,Mama D's Pickles and Jams,0,0,140,450
5_17_2025,Mike's Makes,0,0,0,360
5_17_2025,The Moody Goat,46,0,0,430
5_17_2025,Muchos Tacos,0,0,5,2500
5_17_2025,No Label Mushrooms,0,0,0,800
5_17_2025,Norma's Florals,0,0,0,410
5_17_2025,Ohana Freeze Dried Market,0,0,0,664
5_17_2025,Peach is Good,0,8,5,2150
5_17_2025,Purpose,0,0,0,630
5_17_2025,Quesadilla Factory,0,0,10,1040
5_17_2025,Rancho Martinez Kitchen,0,0,0,779
5_17_2025,Remedy Design Shop,0,0,0,700
5_17_2025,Rocky Gutter Homestead,0,0,0,860
5_17_2025,Round Rock Honey,0,0,0,0
5_17_2025,Shar's Plants & Jewelry,0,0,0,124
5_17_2025,Sison Tacos,0,0,5,1200
5_17_2025,Southern Sisters Soaps,0,0,0,800
5_17_2025,Sweet & Sourdough,34,0,0,724
5_17_2025,TLC Farms,0,0,0,650
5_17_2025,Tres Manos Coffee,0,0,0,731
5_17_2025,TruJamaica,0,0,0,414
5_17_2025,Valley Mills Vineyards,0,0,0,391
5_17_2025,Violette Bakery,0,0,10,675
5_17_2025,World Hunger Relief,0,0,1,258
5_17_2025,Yallatizers,0,0,11,1700
5_17_2025,Yield Here Farms,0,0,0,250
5_17_2025,Zandartistry,0,0,1,310
5_24_2025,Alili Bold Accessories,0,0,0,430
5_24_2025,ATX Jerky,17,0,30,1709
5_24_2025,Audrey's Pawstries,0,0,15,180
5_24_2025,Bonnet Farm,15,58,0,1600
5_24_2025,Bud's Lemonade,0,0,30,1074
5_24_2025,Brazos Valley Cheese,0,0,0,1800
5_24_2025,Broken Grain Baking Co.,0,0,0,2100
5_24_2025,Cha Community,0,0,0,1200
5_24_2025,Chapultepec Farm,0,0,0,510
5_24_2025,Chef Flaco's Salsa,47,0,0,1100
5_24_2025,Clay by Denae,0,0,0,1130
5_24_2025,Don't Eat Beads,0,0,0,600
5_24_2025,Dresden Specialty Meats,32,0,0,1550
5_24_2025,Fruits of Life,0,0,0,340
5_24_2025,Foundations Farm,44,0,0,475
5_24_2025,Frenchie Daddy French Toast,0,0,40,394
5_24_2025,Hay Ewe Ranch LLC,0,24,0,163
5_24_2025,Heritage Coffee,0,0,0,926
5_24_2025,Heritage Food Crafters,15,0,5,939
5_24_2025,Home Fries Cafe,0,0,5,720
5_24_2025,Honeymoon Farm,5,6,0,223
5_24_2025,Hutto Soap & Candle Co,0,0,0,475
5_24_2025,Iron Bridge Coffee,15,0,0,423
5_24_2025,Katharos Baking Co,0,0,0,1200
5_24_2025,Knots with Sofia,0,0,0,150
5_24_2025,Kurbside Coffee,0,0,0,664
5_24_2025,L'Atelier Fromager,6,0,0,320
5_24_2025,Le's Kitchen,0,0,0,662
5_24_2025,Lightsey Farms,2,72,25,850
5_24_2025,Little Threads by Emily,0,0,0,167
5_24_2025,Lula Mae's Cajun Cuisine,0,0,15,787
5_24_2025,Luna Clean Food Cafe,8,0,0,581
5_24_2025,Macabre Maven,0,0,0,346
5_24_2025,Mama D's Pickles and Jams,7,0,184,400
5_24_2025,Mike's Makes,16,0,0,835
5_24_2025,Muchos Tacos,0,0,0,2073
5_24_2025,No Label Mushrooms,0,0,0,900
5_24_2025,Ohana Freeze Dried Market,0,0,0,969
5_24_2025,Passion Gardens,0,0,0,200
5_24_2025,Peach is Good,0,123,0,3280
5_24_2025,Pink Cheeks Studio,0,0,0,650
5_24_2025,Purpose,0,0,0,919
5_24_2025,Quesadilla Factory,0,0,10,1850
5_24_2025,Rancho Martinez Kitchen,0,0,0,654
5_24_2025,Remedy Design Shop,0,0,0,750
5_24_2025,Rocky Gutter Homestead,6,0,1,1075
5_24_2025,Round Rock Honey,0,0,0,450
5_24_2025,Shar's Plants & Jewelry,0,0,12,200
5_24_2025,Sison Tacos,0,0,0,1100
5_24_2025,Teresita's Birria,0,0,0,536
5_24_2025,Tres Manos Coffee,0,0,0,665
5_24_2025,TruJamaica,0,0,0,282
5_24_2025,Valley Mills Vineyards,0,0,0,717
5_24_2025,Violette Bakery,5,0,0,600
5_24_2025,Whitestone Pastures,10,0,0,507
5_24_2025,World Hunger Relief,3,5,0,58
5_24_2025,Yallatizers,0,0,1,2000
5_31_2025,Alili Bold Accessories,0,0,0,390
5_31_2025,Artphoria Studio + Garden,0,0,0,52
5_31_2025,ATX Jerky,12,0,0,1202
5_31_2025,Audrey's Pawstries,0,0,30,400
5_31_2025,Bonnet Farm,2,51,0,1750
5_31_2025,Bud's Lemonade,0,0,0,1165
5_31_2025,Brazos Valley Cheese,15,0,0,1900
5_31_2025,Broken Grain Baking Co.,31,0,0,2800
5_31_2025,C323 Woodworking,0,0,0,550
5_31_2025,Cha Community,14,0,11,1406
5_31_2025,Chapultepec Farm,0,0,0,643
5_31_2025,Chef Flaco's Salsa,0,0,0,800
5_31_2025,Churros la Catrina,1,0,0,1200
5_31_2025,Copperhead Creek Jewelry,0,0,0,725
5_31_2025,Don't Eat Beads,0,0,0,551
5_31_2025,Dresden Specialty Meats,10,0,0,840
5_31_2025,Foundations Farm,165,0,10,644
5_31_2025,Fruits of Life,0,0,0,670
5_31_2025,Hay Ewe Ranch LLC,0,0,0,71
5_31_2025,Heritage Coffee,0,0,0,751
5_31_2025,Heritage Food Crafters,0,0,0,575
5_31_2025,Home Fries Cafe,0,0,0,545
5_31_2025,Honeymoon Farm,2,10,5,274
5_31_2025,Hutto Soap & Candle Co,0,0,0,475
5_31_2025,Iron Bridge Coffee,0,0,0,559
5_31_2025,Katharos Baking Co,12,0,0,1200
5_31_2025,Kurbside Coffee,0,0,0,625
5_31_2025,L'Atelier Fromager,0,0,10,273
5_31_2025,Le's Kitchen,0,0,0,0
5_31_2025,Lightsey Farms,15,33,0,700
5_31_2025,Lil Mo's Tamales,6,0,0,468
5_31_2025,Luna Clean Food Cafe,0,0,0,580
5_31_2025,Macabre Maven,0,0,10,304
5_31_2025,Mike's Makes,30,0,0,833
5_31_2025,Milk Bottle Cookies,0,0,0,300
5_31_2025,The Moody Goat,40,0,0,393
5_31_2025,Muchos Tacos,0,0,10,2500
5_31_2025,the New Plate,3,0,0,525
5_31_2025,Newton's Luxe Pantry,8,0,0,642
5_31_2025,No Label Mushrooms,0,0,0,0
5_31_2025,Ohana Freeze Dried Market,23,0,0,588
5_31_2025,Passion Gardens,7,7,16,250
5_31_2025,Peach is Good,39,55,0,2574
5_31_2025,Purpose,0,0,0,611
5_31_2025,Quesadilla Factory,0,0,0,1100
5_31_2025,Rancho Martinez Kitchen,20,0,0,534
5_31_2025,Remedy Design Shop,0,0,0,1200
5_31_2025,Rocky Gutter Homestead,0,0,0,1125
5_31_2025,Round Rock Honey,7,0,0,550
5_31_2025,Shar's Plants & Jewelry,0,0,0,363
5_31_2025,Sison Tacos,0,0,10,1870
5_31_2025,TLC Farms,0,0,0,1000
5_31_2025,Tres Manos Coffee,0,0,10,559
5_31_2025,Valley Mills Vineyards,0,0,0,453
5_31_2025,Violette Bakery,0,0,0,480
5_31_2025,Whitestone Pastures,30,0,0,854
5_31_2025,World Hunger Relief,0,10,5,321
5_31_2025,Yallatizers,23,0,0,2100
5_31_2025,Yield Here Farms,0,38,0,200
5_3_2025,Alili Bold Accessories,0,0,0,470
5_3_2025,ATX Jerky,0,0,0,1099
5_3_2025,Audrey's Pawstries,0,0,0,400
5_3_2025,Bird Song Lavender,0,0,0,0
5_3_2025,Bonnet Farm,1,37,20,1800
5_3_2025,Bud's Lemonade,0,0,0,886.81
5_3_2025,Brazos Valley Cheese,0,0,0,2750
5_3_2025,Broken Grain Baking Co.,28,0,0,2900
5_3_2025,Cha Community,0,0,0,1468
5_3_2025,Chapultepec Farm,0,0,0,608.71
5_3_2025,Chef Flaco's Salsa,0,0,0,1000
5_3_2025,Churros la Catrina,0,0,5,1000
5_3_2025,Don't Eat Beads,0,0,0,0
5_3_2025,Dresden Specialty Meats,33,0,0,1500
5_3_2025,Fruits of Life,0,0,0,567
5_3_2025,Foundations Farm,105,0,0,551.32
5_3_2025,Hay Ewe Ranch LLC,0,0,0,40
5_3_2025,Heritage Coffee,0,0,13,1203
5_3_2025,Heritage Food Crafters,0,0,0,767
5_3_2025,Honeymoon Farm,0,6,10,366
5_3_2025,Hutto Soap & Candle Co,0,0,0,624
5_3_2025,Katharos Baking Co,0,0,10,900
5_3_2025,Kurbside Coffee,0,0,10,789.83
5_3_2025,L'Atelier Fromager,0,0,10,356
5_3_2025,Le's Kitchen,0,0,25,747
5_3_2025,Lil Mo's Tamales,0,0,0,554
5_3_2025,Luna Clean Food Cafe,0,0,10,612
5_3_2025,Macabre Maven,0,0,0,506
5_3_2025,Mama D's Pickles and Jams,0,0,202,450
5_3_2025,Milk Bottle Cookies,0,0,10,300
5_3_2025,Mike's Makes,6,0,0,669
5_3_2025,Muchos Tacos,0,0,20,3300
5_3_2025,No Label Mushrooms,0,2,0,1200
5_3_2025,Norma's Florals,0,0,0,796.95
5_3_2025,Ohana Freeze Dried Market,35,0,50,858.59
5_3_2025,Passion Gardens,0,0,0,300
5_3_2025,Pink Cheeks Studio,0,0,0,0
5_3_2025,Quesadilla Factory,0,0,20,1450
5_3_2025,Remedy Design Shop,0,0,0,850
5_3_2025,Rocky Gutter Homestead,16,0,30,1090
5_3_2025,Round Rock Honey,0,0,0,450
5_3_2025,Shar's Plants & Jewelry,0,0,5,300
5_3_2025,Sison Drinks,0,0,10,450
5_3_2025,Sweet & Sourdough,0,0,0,582
5_3_2025,Teresita's Birria,0,0,0,560
5_3_2025,TLC Farms,0,0,0,1100
5_3_2025,Tres Manos Coffee,0,0,0,765.8
5_3_2025,TruJamaica,0,0,0,576
5_3_2025,Urban Reap,19,0,5,606.88
5_3_2025,Valley Mills Vineyards,0,0,0,706
5_3_2025,Violette Bakery,0,0,5,805
5_3_2025,Waco Wildlife Rescue,0,0,0,0
5_3_2025,World Hunger Relief,0,36,20,1000.65
5_3_2025,Yallatizers,17,0,0,2000
5_3_2025,Yield Here Farms,0,0,0,191
7_12_2025,Alili Bold Accessories,0,0,0,210
7_12_2025,ATX Jerky,5,0,25,1294
7_12_2025,Audrey's Pawstries,0,0,0,350
7_12_2025,Bonnet Farm,0,39,10,1500
7_12_2025,Bud's Lemonade,0,0,10,560
7_12_2025,Brazos Valley Cheese,0,0,0,1500
7_12_2025,C323 Woodworking,0,0,0,0
7_12_2025,Cha Community,0,0,0,734
7_12_2025,Chapultepec Farm,0,0,0,549
7_12_2025,Chef Flaco's Salsa,29,0,0,900
7_12_2025,Churros la Catrina,21,0,0,990
7_12_2025,Clay by Denae,0,0,0,874
7_12_2025,Copperhead Creek Jewelry,0,0,0,160
7_12_2025,Don't Eat Beads,0,0,0,259
7_12_2025,Dresden Specialty Meats,0,0,0,450
7_12_2025,Foundations Farm,0,0,0,368
7_12_2025,Fruits of Life,0,0,0,535
7_12_2025,Hay Ewe Ranch LLC,0,0,0,114
7_12_2025,Heritage Coffee,0,0,0,706
7_12_2025,Heritage Food Crafters,0,0,0,893
7_12_2025,Honeymoon Farm,0,3,0,448
7_12_2025,Hutto Soap & Candle Co,0,0,0,255
7_12_2025,Iron Bridge Coffee,0,0,25,340
7_12_2025,Katharos Baking Co,0,0,10,1000
7_12_2025,Kurbside Coffee,0,0,0,522
7_12_2025,L'Atelier Fromager,0,0,0,154
7_12_2025,Lightsey Farms,0,10,0,750
7_12_2025,Luna Clean Food Cafe,0,0,0,752
7_12_2025,Mike's Makes,0,0,0,755
7_12_2025,Muchos Tacos,0,0,15,1928
7_12_2025,the New Plate,0,0,0,374
7_12_2025,No Label Mushrooms,0,0,0,730
7_12_2025,Ohana Freeze Dried Market,0,0,0,790
7_12_2025,Passion Gardens,0,0,0,150
7_12_2025,Peach is Good,0,8,0,2250
7_12_2025,Purpose,0,0,0,930
7_12_2025,Quesadilla Factory,0,0,0,1400
7_12_2025,Rancho Martinez Kitchen,0,0,0,650
7_12_2025,Remedy Design Shop,0,0,0,350
7_12_2025,Rocky Gutter Homestead,0,0,0,770
7_12_2025,Round Rock Honey,7,0,0,300
7_12_2025,Shar's Plants & Jewelry,0,0,0,284
7_12_2025,Sison Tacos,0,0,0,695
7_12_2025,Southern Sisters Soaps,0,0,0,533
7_12_2025,Sweet & Sourdough,0,0,0,221
7_12_2025,Tres Manos Coffee,0,0,0,563
7_12_2025,TruJamaica,0,0,15,399
7_12_2025,Violette Bakery,0,0,0,540
7_12_2025,Whitestone Pastures,0,0,0,677
7_12_2025,Yallatizers,16,0,0,1800
7_19_2025,Alili Bold Accessories,0,0,0,230
7_19_2025,Around the World Bakery,16,0,0,389
7_19_2025,ATX Jerky,40,0,0,1400
7_19_2025,Audrey's Pawstries,0,0,0,345
7_19_2025,Bonnet Farm,0,73,9,1500
7_19_2025,Bud's Lemonade,0,0,0,851
7_19_2025,Brazos Valley Cheese,18,0,0,2466
7_19_2025,Bridge Troll Customs,0,0,0,175
7_19_2025,Broken Grain Baking Co.,25,0,0,2800
7_19_2025,C323 Woodworking,0,0,0,750
7_19_2025,Cha Community,0,0,0,0
7_19_2025,Chapultepec Farm,20,0,0,362
7_19_2025,Chef Flaco's Salsa,0,0,0,900
7_19_2025,Copperhead Creek Jewelry,0,0,0,250
7_19_2025,Don't Eat Beads,0,0,0,348
7_19_2025,Dresden Specialty Meats,38,0,0,675
7_19_2025,Foundations Farm,0,0,0,386
7_19_2025,Fruits of Life,0,0,0,686
7_19_2025,Hay Ewe Ranch LLC,0,0,0,70
7_19_2025,Heritage Coffee,0,0,0,938
7_19_2025,Heritage Food Crafters,0,0,0,751
7_19_2025,Honeymoon Farm,11,8,0,500
7_19_2025,Hutto Soap & Candle Co,0,0,0,382
7_19_2025,JB Wood Crafts,0,0,0,300
7_19_2025,Katharos Baking Co,0,0,0,800
7_19_2025,Kurbside Coffee,0,0,0,560
7_19_2025,La Frescura,0,0,28,564
7_19_2025,L'Atelier Fromager,4,0,0,125
7_19_2025,Lightsey Farms,0,8,20,750
7_19_2025,Luna Clean Food Cafe,0,8,10,614
7_19_2025,Mama D's Pickles and Jams,0,0,302,600
7_19_2025,Mike's Makes,0,0,0,300
7_19_2025,Muchos Tacos,0,0,0,1968
7_19_2025,No Label Mushrooms,0,0,0,800
7_19_2025,Ohana Freeze Dried Market,0,0,20,577
7_19_2025,Passion Gardens,7,13,13,250
7_19_2025,Peach is Good,0,56,0,1943
7_19_2025,Quesadilla Factory,0,0,0,1300
7_19_2025,Rancho Martinez Kitchen,5,0,0,794
7_19_2025,Remedy Design Shop,0,0,0,1200
7_19_2025,Rocky Gutter Homestead,0,0,0,850
7_19_2025,Round Rock Honey,0,0,0,320
7_19_2025,Shar's Plants & Jewelry,0,0,0,259
7_19_2025,Sison Tacos,0,0,10,764
7_19_2025,Southern Sisters Soaps,0,0,0,686
7_19_2025,Tasty Amy's,7,0,0,530
7_19_2025,Tres Manos Coffee,0,0,15,469
7_19_2025,TruJamaica,0,0,0,166
7_19_2025,Violette Bakery,0,0,0,0
7_19_2025,Whiskey Hill Turnings,0,0,0,539
7_19_2025,Yallatizers,0,0,0,1800
7_19_2025,Yield Here Farms,0,0,0,150
7_26_2025,Alili Bold Accessories,0,0,0,280
7_26_2025,Around the World Bakery,0,0,0,361
7_26_2025,ATX Jerky,0,0,0,1033
7_26_2025,Audrey's Pawstries,0,0,0,150
7_26_2025,Bonnet Farm,0,24,26,1700
7_26_2025,Bud's Lemonade,0,0,0,600
7_26_2025,Brazos Valley Cheese,0,0,15,2066
7_26_2025,Broken Grain Baking Co.,56,0,0,2200
7_26_2025,Cha Community,0,0,0,700
7_26_2025,Chapultepec Farm,0,0,0,486
7_26_2025,Chef Flaco's Salsa,16,0,0,900
7_26_2025,Churros la Catrina,0,0,0,850
7_26_2025,Don't Eat Beads,0,0,0,410
7_26_2025,Dresden Specialty Meats,20,0,0,1050
7_26_2025,Fruits of Life,0,0,0,320
7_26_2025,Hay Ewe Ranch LLC,0,0,0,83
7_26_2025,Heritage Coffee,0,0,6,636
7_26_2025,Heritage Food Crafters,0,0,0,584
7_26_2025,Hutto Soap & Candle Co,0,0,0,330
7_26_2025,Iron Bridge Coffee,0,0,0,659
7_26_2025,Katharos Baking Co,17,0,0,800
7_26_2025,Kurbside Coffee,0,0,3,544
7_26_2025,La Frescura,0,0,10,612
7_26_2025,L'Atelier Fromager,10,0,0,327
7_26_2025,Lightsey Farms,0,37,0,800
7_26_2025,Luna Clean Food Cafe,0,0,0,380
7_26_2025,Mama D's Pickles and Jams,0,0,167,300
7_26_2025,Mike's Makes,0,0,0,510
7_26_2025,Muchos Tacos,0,0,0,1790
7_26_2025,the New Plate,8,0,0,370
7_26_2025,No Label Mushrooms,0,0,0,480
7_26_2025,Ohana Freeze Dried Market,7,0,0,515
7_26_2025,Passion Gardens,0,0,0,250
7_26_2025,Peach is Good,24,29,10,1852
7_26_2025,Pink Cheeks Studio,0,0,0,217
7_26_2025,Purpose,0,0,0,1429
7_26_2025,Quesadilla Factory,0,0,0,1480
7_26_2025,Rancho Martinez Kitchen,0,0,0,710
7_26_2025,Remedy Design Shop,0,0,0,700
7_26_2025,Rocky Gutter Homestead,8,0,10,725
7_26_2025,Round Rock Honey,17,0,0,250
7_26_2025,Shar's Plants & Jewelry,0,0,30,176
7_26_2025,Sison Tacos,0,0,35,533
7_26_2025,Southern Sisters Soaps,0,0,0,651
7_26_2025,TLC Farms,0,0,10,500
7_26_2025,Violette Bakery,0,0,0,330
7_26_2025,Whitestone Pastures,0,0,0,380
7_26_2025,Yallatizers,22,0,0,1800
7_26_2025,Yield Here Farms,0,0,0,200
7_5_2025,ATX Jerky,17,0,0,451
7_5_2025,Audrey's Pawstries,0,0,0,0
7_5_2025,Bonnet Farm,0,17,0,700
7_5_2025,Bud's Lemonade,0,0,0,40
7_5_2025,Brazos Valley Cheese,0,0,0,1500
7_5_2025,Broken Grain Baking Co.,10,0,0,1400
7_5_2025,Cha Community,0,0,0,280
7_5_2025,Chapultepec Farm,100,0,0,379
7_5_2025,Chef Flaco's Salsa,32,0,0,800
7_5_2025,Clay by Denae,0,0,0,220
7_5_2025,Don't Eat Beads,0,0,0,98
7_5_2025,Dresden Specialty Meats,0,0,0,310
7_5_2025,Fruits of Life,0,0,0,241
7_5_2025,Hay Ewe Ranch LLC,0,0,0,49
7_5_2025,Heritage Coffee,0,0,0,357
7_5_2025,Heritage Food Crafters,0,0,0,0
7_5_2025,Honeymoon Farm,0,10,0,325
7_5_2025,Hutto Soap & Candle Co,0,0,0,188
7_5_2025,Katharos Baking Co,0,0,0,400
7_5_2025,Kurbside Coffee,0,0,0,226
7_5_2025,L'Atelier Fromager,0,0,0,400
7_5_2025,Lightsey Farms,16,0,2,400
7_5_2025,Luna Clean Food Cafe,16,0,0,96
7_5_2025,Mike's Makes,0,0,0,481
7_5_2025,Muchos Tacos,0,0,0,1000
7_5_2025,Passion Gardens,0,0,10,75
7_5_2025,Peach is Good,0,32,0,1190
7_5_2025,Quesadilla Factory,0,0,0,729
7_5_2025,Remedy Design Shop,0,0,0,125
7_5_2025,Rocky Gutter Homestead,0,0,0,670
7_5_2025,Round Rock Honey,11,0,0,286
